track_id	assay	group	mode	url	filename
H3K4me3__imputed__BloodandT-cell	H3K4me3	BloodandT-cell	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K4me3_imputed_BloodandT-cell.bigWig	average_H3K4me3_imputed_BloodandT-cell.bigWig
H3K4me3__imputed__Brain	H3K4me3	Brain	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K4me3_imputed_Brain.bigWig	average_H3K4me3_imputed_Brain.bigWig
H3K4me3__imputed__Cancer	H3K4me3	Cancer	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K4me3_imputed_Cancer.bigWig	average_H3K4me3_imputed_Cancer.bigWig
H3K4me3__imputed__Digestive	H3K4me3	Digestive	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K4me3_imputed_Digestive.bigWig	average_H3K4me3_imputed_Digestive.bigWig
H3K4me3__imputed__ESC	H3K4me3	ESC	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K4me3_imputed_ESC.bigWig	average_H3K4me3_imputed_ESC.bigWig
H3K4me3__imputed__Endocrine	H3K4me3	Endocrine	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K4me3_imputed_Endocrine.bigWig	average_H3K4me3_imputed_Endocrine.bigWig
H3K4me3__imputed__Endothelial	H3K4me3	Endothelial	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K4me3_imputed_Endothelial.bigWig	average_H3K4me3_imputed_Endothelial.bigWig
H3K4me3__imputed__Epithelial	H3K4me3	Epithelial	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K4me3_imputed_Epithelial.bigWig	average_H3K4me3_imputed_Epithelial.bigWig
H3K4me3__imputed__HSCandB-cell	H3K4me3	HSCandB-cell	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K4me3_imputed_HSCandB-cell.bigWig	average_H3K4me3_imputed_HSCandB-cell.bigWig
H3K4me3__imputed__Heart	H3K4me3	Heart	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K4me3_imputed_Heart.bigWig	average_H3K4me3_imputed_Heart.bigWig
H3K4me3__imputed__Kidney	H3K4me3	Kidney	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K4me3_imputed_Kidney.bigWig	average_H3K4me3_imputed_Kidney.bigWig
H3K4me3__imputed__Liver	H3K4me3	Liver	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K4me3_imputed_Liver.bigWig	average_H3K4me3_imputed_Liver.bigWig
H3K4me3__imputed__Lung	H3K4me3	Lung	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K4me3_imputed_Lung.bigWig	average_H3K4me3_imputed_Lung.bigWig
H3K4me3__imputed__Lymphoblastoid	H3K4me3	Lymphoblastoid	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K4me3_imputed_Lymphoblastoid.bigWig	average_H3K4me3_imputed_Lymphoblastoid.bigWig
H3K4me3__imputed__Mesench	H3K4me3	Mesench	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K4me3_imputed_Mesench.bigWig	average_H3K4me3_imputed_Mesench.bigWig
H3K4me3__imputed__iPSC	H3K4me3	iPSC	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K4me3_imputed_iPSC.bigWig	average_H3K4me3_imputed_iPSC.bigWig
H3K9ac__imputed__BloodandT-cell	H3K9ac	BloodandT-cell	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K9ac_imputed_BloodandT-cell.bigWig	average_H3K9ac_imputed_BloodandT-cell.bigWig
H3K9ac__imputed__Brain	H3K9ac	Brain	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K9ac_imputed_Brain.bigWig	average_H3K9ac_imputed_Brain.bigWig
H3K9ac__imputed__Cancer	H3K9ac	Cancer	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K9ac_imputed_Cancer.bigWig	average_H3K9ac_imputed_Cancer.bigWig
H3K9ac__imputed__Digestive	H3K9ac	Digestive	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K9ac_imputed_Digestive.bigWig	average_H3K9ac_imputed_Digestive.bigWig
H3K9ac__imputed__ESC	H3K9ac	ESC	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K9ac_imputed_ESC.bigWig	average_H3K9ac_imputed_ESC.bigWig
H3K9ac__imputed__Endocrine	H3K9ac	Endocrine	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K9ac_imputed_Endocrine.bigWig	average_H3K9ac_imputed_Endocrine.bigWig
H3K9ac__imputed__Endothelial	H3K9ac	Endothelial	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K9ac_imputed_Endothelial.bigWig	average_H3K9ac_imputed_Endothelial.bigWig
H3K9ac__imputed__Epithelial	H3K9ac	Epithelial	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K9ac_imputed_Epithelial.bigWig	average_H3K9ac_imputed_Epithelial.bigWig
H3K9ac__imputed__HSCandB-cell	H3K9ac	HSCandB-cell	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K9ac_imputed_HSCandB-cell.bigWig	average_H3K9ac_imputed_HSCandB-cell.bigWig
H3K9ac__imputed__Heart	H3K9ac	Heart	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K9ac_imputed_Heart.bigWig	average_H3K9ac_imputed_Heart.bigWig
H3K9ac__imputed__Kidney	H3K9ac	Kidney	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K9ac_imputed_Kidney.bigWig	average_H3K9ac_imputed_Kidney.bigWig
H3K9ac__imputed__Liver	H3K9ac	Liver	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K9ac_imputed_Liver.bigWig	average_H3K9ac_imputed_Liver.bigWig
H3K9ac__imputed__Lung	H3K9ac	Lung	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K9ac_imputed_Lung.bigWig	average_H3K9ac_imputed_Lung.bigWig
H3K9ac__imputed__Lymphoblastoid	H3K9ac	Lymphoblastoid	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K9ac_imputed_Lymphoblastoid.bigWig	average_H3K9ac_imputed_Lymphoblastoid.bigWig
H3K9ac__imputed__Mesench	H3K9ac	Mesench	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K9ac_imputed_Mesench.bigWig	average_H3K9ac_imputed_Mesench.bigWig
H3K9ac__imputed__iPSC	H3K9ac	iPSC	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K9ac_imputed_iPSC.bigWig	average_H3K9ac_imputed_iPSC.bigWig
H3K9me3__imputed__BloodandT-cell	H3K9me3	BloodandT-cell	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K9me3_imputed_BloodandT-cell.bigWig	average_H3K9me3_imputed_BloodandT-cell.bigWig
H3K9me3__imputed__Brain	H3K9me3	Brain	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K9me3_imputed_Brain.bigWig	average_H3K9me3_imputed_Brain.bigWig
H3K9me3__imputed__Cancer	H3K9me3	Cancer	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K9me3_imputed_Cancer.bigWig	average_H3K9me3_imputed_Cancer.bigWig
H3K9me3__imputed__Digestive	H3K9me3	Digestive	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K9me3_imputed_Digestive.bigWig	average_H3K9me3_imputed_Digestive.bigWig
H3K9me3__imputed__ESC	H3K9me3	ESC	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K9me3_imputed_ESC.bigWig	average_H3K9me3_imputed_ESC.bigWig
H3K9me3__imputed__Endocrine	H3K9me3	Endocrine	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K9me3_imputed_Endocrine.bigWig	average_H3K9me3_imputed_Endocrine.bigWig
H3K9me3__imputed__Endothelial	H3K9me3	Endothelial	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K9me3_imputed_Endothelial.bigWig	average_H3K9me3_imputed_Endothelial.bigWig
H3K9me3__imputed__Epithelial	H3K9me3	Epithelial	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K9me3_imputed_Epithelial.bigWig	average_H3K9me3_imputed_Epithelial.bigWig
H3K9me3__imputed__HSCandB-cell	H3K9me3	HSCandB-cell	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K9me3_imputed_HSCandB-cell.bigWig	average_H3K9me3_imputed_HSCandB-cell.bigWig
H3K9me3__imputed__Heart	H3K9me3	Heart	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K9me3_imputed_Heart.bigWig	average_H3K9me3_imputed_Heart.bigWig
H3K9me3__imputed__Kidney	H3K9me3	Kidney	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K9me3_imputed_Kidney.bigWig	average_H3K9me3_imputed_Kidney.bigWig
H3K9me3__imputed__Liver	H3K9me3	Liver	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K9me3_imputed_Liver.bigWig	average_H3K9me3_imputed_Liver.bigWig
H3K9me3__imputed__Lung	H3K9me3	Lung	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K9me3_imputed_Lung.bigWig	average_H3K9me3_imputed_Lung.bigWig
H3K9me3__imputed__Lymphoblastoid	H3K9me3	Lymphoblastoid	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K9me3_imputed_Lymphoblastoid.bigWig	average_H3K9me3_imputed_Lymphoblastoid.bigWig
H3K9me3__imputed__Mesench	H3K9me3	Mesench	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K9me3_imputed_Mesench.bigWig	average_H3K9me3_imputed_Mesench.bigWig
H3K9me3__imputed__iPSC	H3K9me3	iPSC	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K9me3_imputed_iPSC.bigWig	average_H3K9me3_imputed_iPSC.bigWig
H3K27ac__imputed__BloodandT-cell	H3K27ac	BloodandT-cell	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K27ac_imputed_BloodandT-cell.bigWig	average_H3K27ac_imputed_BloodandT-cell.bigWig
H3K27ac__imputed__Brain	H3K27ac	Brain	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K27ac_imputed_Brain.bigWig	average_H3K27ac_imputed_Brain.bigWig
H3K27ac__imputed__Cancer	H3K27ac	Cancer	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K27ac_imputed_Cancer.bigWig	average_H3K27ac_imputed_Cancer.bigWig
H3K27ac__imputed__Digestive	H3K27ac	Digestive	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K27ac_imputed_Digestive.bigWig	average_H3K27ac_imputed_Digestive.bigWig
H3K27ac__imputed__ESC	H3K27ac	ESC	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K27ac_imputed_ESC.bigWig	average_H3K27ac_imputed_ESC.bigWig
H3K27ac__imputed__Endocrine	H3K27ac	Endocrine	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K27ac_imputed_Endocrine.bigWig	average_H3K27ac_imputed_Endocrine.bigWig
H3K27ac__imputed__Endothelial	H3K27ac	Endothelial	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K27ac_imputed_Endothelial.bigWig	average_H3K27ac_imputed_Endothelial.bigWig
H3K27ac__imputed__Epithelial	H3K27ac	Epithelial	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K27ac_imputed_Epithelial.bigWig	average_H3K27ac_imputed_Epithelial.bigWig
H3K27ac__imputed__HSCandB-cell	H3K27ac	HSCandB-cell	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K27ac_imputed_HSCandB-cell.bigWig	average_H3K27ac_imputed_HSCandB-cell.bigWig
H3K27ac__imputed__Heart	H3K27ac	Heart	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K27ac_imputed_Heart.bigWig	average_H3K27ac_imputed_Heart.bigWig
H3K27ac__imputed__Kidney	H3K27ac	Kidney	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K27ac_imputed_Kidney.bigWig	average_H3K27ac_imputed_Kidney.bigWig
H3K27ac__imputed__Liver	H3K27ac	Liver	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K27ac_imputed_Liver.bigWig	average_H3K27ac_imputed_Liver.bigWig
H3K27ac__imputed__Lung	H3K27ac	Lung	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K27ac_imputed_Lung.bigWig	average_H3K27ac_imputed_Lung.bigWig
H3K27ac__imputed__Lymphoblastoid	H3K27ac	Lymphoblastoid	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K27ac_imputed_Lymphoblastoid.bigWig	average_H3K27ac_imputed_Lymphoblastoid.bigWig
H3K27ac__imputed__Mesench	H3K27ac	Mesench	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K27ac_imputed_Mesench.bigWig	average_H3K27ac_imputed_Mesench.bigWig
H3K27ac__imputed__iPSC	H3K27ac	iPSC	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K27ac_imputed_iPSC.bigWig	average_H3K27ac_imputed_iPSC.bigWig
H3K27me3__imputed__BloodandT-cell	H3K27me3	BloodandT-cell	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K27me3_imputed_BloodandT-cell.bigWig	average_H3K27me3_imputed_BloodandT-cell.bigWig
H3K27me3__imputed__Brain	H3K27me3	Brain	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K27me3_imputed_Brain.bigWig	average_H3K27me3_imputed_Brain.bigWig
H3K27me3__imputed__Cancer	H3K27me3	Cancer	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K27me3_imputed_Cancer.bigWig	average_H3K27me3_imputed_Cancer.bigWig
H3K27me3__imputed__Digestive	H3K27me3	Digestive	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K27me3_imputed_Digestive.bigWig	average_H3K27me3_imputed_Digestive.bigWig
H3K27me3__imputed__ESC	H3K27me3	ESC	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K27me3_imputed_ESC.bigWig	average_H3K27me3_imputed_ESC.bigWig
H3K27me3__imputed__Endocrine	H3K27me3	Endocrine	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K27me3_imputed_Endocrine.bigWig	average_H3K27me3_imputed_Endocrine.bigWig
H3K27me3__imputed__Endothelial	H3K27me3	Endothelial	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K27me3_imputed_Endothelial.bigWig	average_H3K27me3_imputed_Endothelial.bigWig
H3K27me3__imputed__Epithelial	H3K27me3	Epithelial	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K27me3_imputed_Epithelial.bigWig	average_H3K27me3_imputed_Epithelial.bigWig
H3K27me3__imputed__HSCandB-cell	H3K27me3	HSCandB-cell	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K27me3_imputed_HSCandB-cell.bigWig	average_H3K27me3_imputed_HSCandB-cell.bigWig
H3K27me3__imputed__Heart	H3K27me3	Heart	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K27me3_imputed_Heart.bigWig	average_H3K27me3_imputed_Heart.bigWig
H3K27me3__imputed__Kidney	H3K27me3	Kidney	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K27me3_imputed_Kidney.bigWig	average_H3K27me3_imputed_Kidney.bigWig
H3K27me3__imputed__Liver	H3K27me3	Liver	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K27me3_imputed_Liver.bigWig	average_H3K27me3_imputed_Liver.bigWig
H3K27me3__imputed__Lung	H3K27me3	Lung	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K27me3_imputed_Lung.bigWig	average_H3K27me3_imputed_Lung.bigWig
H3K27me3__imputed__Lymphoblastoid	H3K27me3	Lymphoblastoid	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K27me3_imputed_Lymphoblastoid.bigWig	average_H3K27me3_imputed_Lymphoblastoid.bigWig
H3K27me3__imputed__Mesench	H3K27me3	Mesench	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K27me3_imputed_Mesench.bigWig	average_H3K27me3_imputed_Mesench.bigWig
H3K27me3__imputed__iPSC	H3K27me3	iPSC	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H3K27me3_imputed_iPSC.bigWig	average_H3K27me3_imputed_iPSC.bigWig
H4K20me1__imputed__BloodandT-cell	H4K20me1	BloodandT-cell	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H4K20me1_imputed_BloodandT-cell.bigWig	average_H4K20me1_imputed_BloodandT-cell.bigWig
H4K20me1__imputed__Brain	H4K20me1	Brain	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H4K20me1_imputed_Brain.bigWig	average_H4K20me1_imputed_Brain.bigWig
H4K20me1__imputed__Cancer	H4K20me1	Cancer	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H4K20me1_imputed_Cancer.bigWig	average_H4K20me1_imputed_Cancer.bigWig
H4K20me1__imputed__Digestive	H4K20me1	Digestive	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H4K20me1_imputed_Digestive.bigWig	average_H4K20me1_imputed_Digestive.bigWig
H4K20me1__imputed__ESC	H4K20me1	ESC	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H4K20me1_imputed_ESC.bigWig	average_H4K20me1_imputed_ESC.bigWig
H4K20me1__imputed__Endocrine	H4K20me1	Endocrine	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H4K20me1_imputed_Endocrine.bigWig	average_H4K20me1_imputed_Endocrine.bigWig
H4K20me1__imputed__Endothelial	H4K20me1	Endothelial	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H4K20me1_imputed_Endothelial.bigWig	average_H4K20me1_imputed_Endothelial.bigWig
H4K20me1__imputed__Epithelial	H4K20me1	Epithelial	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H4K20me1_imputed_Epithelial.bigWig	average_H4K20me1_imputed_Epithelial.bigWig
H4K20me1__imputed__HSCandB-cell	H4K20me1	HSCandB-cell	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H4K20me1_imputed_HSCandB-cell.bigWig	average_H4K20me1_imputed_HSCandB-cell.bigWig
H4K20me1__imputed__Heart	H4K20me1	Heart	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H4K20me1_imputed_Heart.bigWig	average_H4K20me1_imputed_Heart.bigWig
H4K20me1__imputed__Kidney	H4K20me1	Kidney	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H4K20me1_imputed_Kidney.bigWig	average_H4K20me1_imputed_Kidney.bigWig
H4K20me1__imputed__Liver	H4K20me1	Liver	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H4K20me1_imputed_Liver.bigWig	average_H4K20me1_imputed_Liver.bigWig
H4K20me1__imputed__Lung	H4K20me1	Lung	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H4K20me1_imputed_Lung.bigWig	average_H4K20me1_imputed_Lung.bigWig
H4K20me1__imputed__Lymphoblastoid	H4K20me1	Lymphoblastoid	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H4K20me1_imputed_Lymphoblastoid.bigWig	average_H4K20me1_imputed_Lymphoblastoid.bigWig
H4K20me1__imputed__Mesench	H4K20me1	Mesench	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H4K20me1_imputed_Mesench.bigWig	average_H4K20me1_imputed_Mesench.bigWig
H4K20me1__imputed__iPSC	H4K20me1	iPSC	imputed	https://epigenome.wustl.edu/epimap/data/averagetracks_pergroup/average_H4K20me1_imputed_iPSC.bigWig	average_H4K20me1_imputed_iPSC.bigWig
